Spreader Number,Time,Weibo Content,Retweet,Comment,Like
4850,15:21:00,贵州消防超话【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,3,5
4851,15:20:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！L央视新闻的微博视频,0,0,0
4852,15:20:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4853,15:19:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,0
4854,15:18:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4855,15:17:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4856,15:17:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4857,15:16:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。中国消防的微博视频L中国消防的微博视频收起d,0,0,0
4858,15:16:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防中国消防的微博视频L中国消防的微博视频收起d,0,0,0
4859,15:16:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4860,15:15:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,0,0
4861,15:15:00,【#雅江山火当前无人员伤亡报告##消防员正全力扑救四川甘孜雅江山火#】#雅江山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地消防、应急等力量正在全力扑救。当前无人员伤亡报告。via.中国消防中国消防的微博视频L中国消防的微博视频收起d,1,1,2
4862,15:15:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4863,15:13:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,2,1
4864,14:40:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4865,15:12:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,1,1
4866,15:12:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！L央视新闻的微博视频,0,0,0
4867,15:12:00,【辛苦了！消防员鏖战三昼夜露出久违笑容】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们带着烟熏妆的笑看得心疼也感动，致敬！L人民日报的微博视频,0,0,0
4868,15:11:00,【愿平安！#救援力量三路并进封控雅江森林火灾蔓延#】记者17日上午从四川省森林消防总队获悉，目前雅江森林火灾由于大风影响蔓延形成由南向北三个火场，前线指挥部根据17日1时左右的火场勘察情况将救援力量分成三路对火场进行封控扑救。三个火场平均海拔2600米，坡度超过70度，植被以青冈林和松树为主。截至目前，#1200余人救援力量正在雅江三个火场扑救#。（记者：萧永航）L新华社的微博视频收起d,0,0,0
4869,15:11:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,0,2
4870,15:10:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,1,0,0
4871,15:10:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,1,2,2
4872,15:10:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,1,0,1
4873,15:10:00,四川雅江发生一起森林火灾云南森林消防跨省驰援O网页链接,0,0,0
4874,15:09:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4875,15:08:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！人民日报L人民日报的微博视频,6,17,10
4876,15:08:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,1
4877,15:07:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4878,15:07:00,#四川身边事#【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓，致敬守护！via@央视新闻L央视新闻的微博视频,0,0,1
4879,15:07:00,【#四川雅江森林火灾1号火场明火已扑灭#】记者从甘孜州森林草原防灭火指挥部获悉，截至18日12时，四川省甘孜藏族自治州雅江县森林火灾1号火场明火已扑灭，2号火场南北两线10公里范围内有断续火线，3号火场西线南段2公里范围内有断续火线，火灾扑救全力进行中。L新华社的微博视频,0,1,1
4880,15:07:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,0,0
4881,15:07:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！#云南大理森林火灾已全部扑灭##顶着浓烟烈火逆行的橙色身影#（转发自：人民日报）L人民日报的微博视频,0,3,1
4882,15:06:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,0,4
4883,15:05:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4884,15:05:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,28,28
